domain_id,benchmark_commute_distance,direct_estimate,direct_ci_lower,direct_ci_upper,direct_ci_width,fh_estimate,fh_ci_lower,fh_ci_upper,fh_ci_width,spatial_fh_estimate,spatial_fh_ci_lower,spatial_fh_ci_upper,spatial_fh_ci_width
W02000105,7.779743341136079,24.69147242205169,4.576402601451388,44.806542242651986,40.230139641200594,10.204150055731247,5.56208805047029,16.018882233477242,10.456794183006952,10.870574910904796,5.366778958100724,16.628939075190644,11.26216011708992
W02000106,12.599160579325423,6.646466198161223,2.9806247400914594,10.312307656230987,7.331682916139528,7.542447078271378,4.537061514671995,10.678989638582665,6.14192812391067,7.884772298469195,4.9986474535647485,10.597475522152301,5.598828068587553
W02000107,14.267998329672793,29.96871083511945,2.615812079653459,57.32160959058544,54.70579751093198,10.622181515107748,5.305674011338438,16.166940980489333,10.861266969150893,10.388181832287255,5.426366465340594,15.903085354224743,10.476718888884148
W02000108,12.754206284069099,7.8519719761654745,3.4830605837065303,12.220883368624419,8.737822784917888,8.488738936882594,5.114641147838638,11.905279035641065,6.790637887802427,8.893442207645924,5.67632005327336,11.963329525087612,6.287009471814252
W02000109,9.949986150607288,18.87532610267501,4.1580665851353,33.59258562021472,29.43451903507942,10.716654514310786,5.168153601973666,16.31860103414385,11.150447432170184,10.204153243133057,4.59644073765517,14.832435642829614,10.235994905174444
W02000110,14.63860509009009,13.183443100871697,3.1769047668233448,23.18998143492005,20.013076668096705,10.495980262412873,5.557579305388508,15.463606329397752,9.906027024009244,10.165737092411945,5.600203557232552,14.06460439788006,8.464400840647508
W02000111,12.171053696895425,7.796758371377288,3.3328161514310395,12.260700591323536,8.927884439892496,8.479981316122098,4.890698146114689,12.145801223297157,7.2551030771824685,8.45879784001718,5.442708587950059,11.787681049421764,6.344972461471705
W02000113,9.771495142548597,19.899070461312185,1.5999367840868715,38.1982041385375,36.59826735445063,9.815724728926167,4.430205190097189,14.7997959007368,10.369590710639612,10.025211762577612,4.4584393983760595,16.036546222730415,11.578106824354355
W02000114,13.534842182365438,18.02184150720594,4.022350395872005,32.02133261853988,27.998982222667877,10.150237298279455,4.723837678921521,15.082913033985967,10.359075355064446,10.43493140952339,6.233922735642037,15.269169623879028,9.03524688823699
W02000116,10.195106454977628,6.099101638222996,2.6516202004837544,9.54658307596224,6.894962875478485,7.065294102579768,3.8998668299202492,9.912147054053111,6.012280224132862,7.159737368254365,4.545204883046356,9.920024307779073,5.374819424732717
W02000117,8.501930681991295,26.741016021218687,3.957665087369488,49.52436695506789,45.5667018676984,9.627674554839261,3.7700608802542863,15.75819026551494,11.988129385260654,8.585456435824277,2.913319060946355,13.760650566947064,10.847331506000709
